key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
DIALOGUE_PODUNK_ALFRED_SONG_1-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,
DIALOGUE_PODUNK_ALFRED_SONG_1-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_ALFRED_SONG_2,[@]That's no good.,"[@]Eh bien, ça ne va pas, ça.",[@]Non va bene.,[@]だーめだ　そりゃ。,[@]절망적이군...,[@]Eso no es bueno.,[@]Eso no es bueno.,[@]Isso não é bom.,[@]Kiepsko.,[@]Das ist nicht gut.,[@]Плохо.,[@]Шкода.,
DIALOGUE_PODUNK_ALFRED_SONG_3,"[@]I heard that a long time ago, the canaries of this village didn't sing.[WAIT@]Well, that was until a man with an ocarina showed up, and started playing a lullaby to the canaries of this village.[WAIT@]There was also a woman who let her singing pet canaries loose in the village.[WAIT@]Together, they managed to turn this quiet village into a lively one.","[@]Il paraît qu'il y a longtemps, les canaris de ce village ne chantaient pas.[WAIT@]Et puis un jour, un homme est arrivé avec son ocarina et a commencé à jouer une berceuse aux canaris de ce village.[WAIT@]Il y a aussi une femme qui a relâché ses canaris chanteurs dans le village.[WAIT@]À eux deux, ils ont réussi à donner de la vie à ce village autrefois silencieux.","[@]Ho sentito che tempo fa, i canarini di questo villaggio non cantavano.[WAIT@]Finché non si è fatto vedere un uomo con un'ocarina che ha iniziato a suonare una ninnananna per tutti i canarini del villaggio.[WAIT@]C'era anche una donna che ha liberato i suoi canarini in tutto il villaggio.[WAIT@]Sono riusciti insieme a rendere questo posto più vivace.",[@]むかし　このむらの　カナリアたちは\nうたを　うたうことは　なかったと　きいているよ。[WAIT@]しかし　あるひ　ふらりと　やってきた\nひとりの　おとこが　オカリナで　こもりうたを\nカナリアたちに　きかせたのだそうだ。[WAIT@]うたう　ふしぎなカナリアを　はなした　じょせいも\nいたようでね　それから　カナリアたちは\nうたをうたう　ようになったんだって。[WAIT@]そんなこんなあって　しずかだったこのむらも\nにぎやかで　はなやかに　かわったってわけさ。[WAIT@]うたはちからなり　まことにそのとおりだね。,"[@]과거, 이 마을의 카나리아들은 지금과 다르게 노래를\n부르지 않았다는구나.[WAIT@]그러던 어느 날, 어떤 이가 마을에 찾아와\n카나리아들에게 자장가를 들려줬다네.[WAIT@]또 어느 날은 한 여자가 찾아와 노래하는 카나리아를\n풀어주기도 했고...[WAIT@]그 덕분에 마을이 이렇게 활기찬 마을이 된 것이지.","[@]Escuché que hace mucho tiempo los canarios de esta villa no cantaban.[WAIT@]Bueno, eso fue hasta que apareció un hombre con una ocarina y empezó a tocarle una canción de cuna a los canarios.[WAIT@]Había también una mujer que dejaba sueltos por la villa a sus canarios cantantes mascota.[WAIT@]Juntos lograron convertir este tranquila villa en una llena de vida.","[@]He oído que hace mucho tiempo, los canarios de esta aldea no cantaban.[WAIT@]Bueno, así era hasta que apareció un hombre con una ocarina, y empezó a tocarles una nana.[WAIT@]Tambien había una mujer que dejaba sueltos por el lugar a sus canarios cantores.[WAIT@]Juntos, consiguieron llenar de vida esta aldea.","[@]Ouvi dizer que, há muito tempo, os canários daqui ainda não sabiam cantar.[WAIT@]Até que, um dia, apareceu um homem com uma \nocarina que começou a tocar uma melodia para os \ncanários.[WAIT@]E veio também uma mulher que soltou os seus canários cantantes para passearem pela vila.[WAIT@]Juntos, eles fizeram esta vila silenciosa ficar cheia de vida.","[@]Słyszałem, że dawno temu kanarki w tej wiosce nie śpiewały.[WAIT@]Tak było do czasu, gdy pojawił się mężczyzna z okaryną i zaczął grać kołysankę kanarkom z tej wioski.[WAIT@]Była też kobieta, która wypuściła swoje śpiewające kanarki do wioski.[WAIT@]Razem udało im się zmienić tę spokojną wioskę w tętniącą życiem.","[@]Vor langer Zeit, sollen die Kanarienvögel hier noch nicht gesungen haben.[WAIT@]Nun, zumindest bis ein Mann mit einer Okarina kam und den Kanarienvögeln ein Wiegenlied vorspielte.[WAIT@]Es gab auch eine Frau, die ihre singenden Kanarienvögel im Dorf freigelassen hat.[WAIT@]Zusammen haben sie es geschafft, aus dem einst ruhigen Dorf, eine lebendige Stadt zu machen.","[@]Я слышал, что когда-то давно канарейки в деревушке не пели.[WAIT@]Но потом пришёл мужчина с окариной и сыграл им колыбельную.[WAIT@]Ещё была женщина, которая выпустила в деревню своих певчих канареек.[WAIT@]Вместе им удалось превратить тихую деревушку в по-настоящему оживлённое место.","[@]Я чув, що колись канарки цього села не співали.[WAIT@]Але потім прийшов чоловік з окариною і зіграв їм колискову.[WAIT@]Ще була жінка, яка випустила в село своїх співочих канарок.[WAIT@]Разом їм вдалося перетворити це тихесеньке місце на жваве.",
DIALOGUE_PODUNK_ALFRED_SONG_SPEAKER_Alfred,Alfred,Alfred,Alfred,アルフレッド,알프레드,Alfred,Alfred,Alfred,Alfred,Alfred,Альфред,Альфред,
DIALOGUE_PODUNK_ALFRED_WEATHER_0,"[@]It's fine weather today.[WAIT@]But... I don't care.[WAIT@]You see, the famous Songbird Laura just lost her baby...[WAIT@]What? No, it's not dead.[WAIT@]Some jerks just stole it.[WAIT@]And now, none of the birds want to sing.[WAIT@]At this rate, no-one will want to visit Canary Village anymore...","[@]Il fait beau, aujourd'hui.[WAIT@]Mais quelle importance, après tout ?[WAIT@]Tu vois, Laura, l'oiseau chanteur bien connu, vient de perdre son bébé...[WAIT@]Quoi ? Non, il n'est pas mort.[WAIT@]Des sales types l'ont enlevé.[WAIT@]Et maintenant, plus aucun oiseau n'a envie de chanter.[WAIT@]À ce train-là, plus personne ne voudra jamais visiter le village Canari...","[@]Oggi c'è bel tempo.[WAIT@]Però... a me non importa.[WAIT@]Sai, Laura, il famoso uccello canterino, ha perso il suo piccolo...[WAIT@]Eh? No, non è morto.[WAIT@]Dei prepotenti l'hanno rapito.[WAIT@]E ora, nessuno degli uccelli vuole cantare.[WAIT@]Di questo passo, non verrà più nessuno a fare visita al Villaggio Canarino...",[@]いい　てんきだね。[WAIT@]しかし　それが　どうした　というのだろう。[WAIT@]うたひめローラがヒナを　なくしたんだ。[WAIT@]いや　いのちをおとしたわけじゃない。[WAIT@]だれかに　さらわれてしまったんだよ。[WAIT@]カナリアたちは　かなしみにくれて\nうたわなくなって　しまった。[WAIT@]おきゃくも　へって\nしずかに　なってしまったな・・・。,"[@]오늘 날씨가 참 좋구나.[WAIT@]난... 아니지만 말이다.[WAIT@]보다시피, 로라의 아기가 사라졌다네...[WAIT@]음? 아니, 죽진 않았지.[WAIT@]누가 훔쳐 갔을 수도 있고...[WAIT@]어찌됐든, 지금 카나리아들은 노래를 부르고 싶지\n않은 모양일세.[WAIT@]이대로 가다간 아무도 이 마을에 놀러 오지 않게 될\n텐데...","[@]Hace un buen clima hoy.[WAIT@]Pero... no me importa.[WAIT@]Verás, la famosa Laura Cantora ha perdido a su bebé...[WAIT@]¿Qué? No, no está muerto.[WAIT@]Unos bribones simplemente lo robaron.[WAIT@]Y ahora, ninguno de los pájaros quiere cantar.[WAIT@]A este ritmo, nadie querrá visitar la Villa Canario...","[@]Hoy hace buen tiempo.[WAIT@]Pero... me da igual.[WAIT@]Verás, la famosa Laura Cantora acaba de perder a su cría...[WAIT@]¿Qué? No, no está muerta.[WAIT@]Unos desalmados se la llevaron.[WAIT@]Y ahora, ninguno de los pájaros quiere cantar.[WAIT@]A este paso, nadie querrá venir a visitar la aldea...","[@]Que tempo bom que está hoje.[WAIT@]Mas... eu não me importo.[WAIT@]Sabe, a famosa Laura Cantora acabou de perder o seu bebê.[WAIT@]O quê? Não, não, ele não morreu.[WAIT@]Algum imbecil roubou ele.[WAIT@]E, agora, nenhum dos pássaros quer cantar.[WAIT@]Se isso continuar assim, ninguém mais vai querer visitar a Vila Canarinho...","[@]Fajna dziś pogoda, co?[WAIT@]Ale... nie obchodzi mnie to.[WAIT@]Słynna śpiewająca Laura właśnie straciła dziecko...[WAIT@]Co? Nie, nie jest trupem.[WAIT@]Jakieś palanty po prostu go ukradły.[WAIT@]A teraz żaden z ptaków nie chce śpiewać.[WAIT@]Jak tak dalej pójdzie, to nikt już nie będzie chciał odwiedzać Wioski Kanarków...","[@]Gutes Wetter heute.[WAIT@]Aber ... ist jetzt auch egal.[WAIT@][if party:plural]Wisst ihr[else]Weißt du[/if], Laura, der bekannte Singvogel, hat ihr Baby verloren ...[WAIT@]Hmm? Nein, es ist nicht tot.[WAIT@]Ein paar Idioten haben es gestohlen.[WAIT@]Und jetzt will kein Vogel mehr singen.[WAIT@]Wenn's so weitergeht, wird niemand mehr das Kanariendorf besuchen wollen ...","[@]Сегодня хорошая погода.[WAIT@]Только... какой в этом смысл.[WAIT@][if party:plural]Понимаете[else]Понимаешь[/if], Лора, известная певчая птичка, только что потеряла своего птенца...[WAIT@]Что? Да не, он не умер.[WAIT@]Его просто украли какие-то мерзавцы.[WAIT@]И теперь ни одна птица не хочет петь.[WAIT@]Такими темпами никто больше не захочет посещать Канарскую деревушку...","[@]Сьогодні гарна погода.[WAIT@]Тільки... яка тут різниця.[WAIT@][if party:plural]Розумієте[else]Розумієш[/if], Лора, відома співоча пташка, щойно втратила своє пташеня...[WAIT@]А? Та ні, воно не вмерло.[WAIT@]Його просто вкрали якісь придурки.[WAIT@]Тепер жодна пташка не бажає співати.[WAIT@]Такими темпами скоро ніхто не відвідуватиме Село канарок...",
DIALOGUE_PODUNK_ALFRED_WEATHER_SPEAKER_Alfred,Alfred,Alfred,Alfred,アルフレッド,알프레드,Alfred,Alfred,Alfred,Alfred,Alfred,Альфред,Альфред,
DIALOGUE_PODUNK_ALFRED_WORK_0,"[@]It might surprise you, but I don't actually work here.[WAIT@]I've been visiting this place for 30 years, and people keep asking me if they can feed the birds.[WAIT@]The answer is no, but it's still annoying.","[@]Ça va peut-être te surprendre, mais en fait, je ne travaille pas ici.[WAIT@]Ça fait 30 ans que je viens dans ce village, et les gens n'arrêtent pas de me demander s'ils peuvent nourrir les oiseaux.[WAIT@]La réponse est non, mais c'est quand même agaçant.","[@]Ti potrebbe sorprendere, ma io in realtà non lavoro qui.[WAIT@]Sono trent'anni che vengo qui, e la gente continua a chiedermi se possono dare da mangiare agli uccelli.[WAIT@]La risposta è no, ma mi dà comunque fastidio.",[@]じつはぼくね　ここのかんりにんでも\nなんでもないんだよ。[WAIT@]カナリアがすきで　かよいつめて　３０ねん。\nさいきん　かんりにんと　よばれはじめてね。[WAIT@]えさをあげても　いいかと　きかれるし\nそろそろ　ごかいを　とかないといけないかな。,"[@]놀랄지도 모르겠지만, 사실 난 여기 관계자가\n아니라네.[WAIT@]30년째 이곳에 살다시피 구경을 오다 보니, 사람들도\n직원인 줄 알고 먹이를 줘도 되느냐고 계속 묻더군.[WAIT@]당연히 안 되지만, 일일이 얘기하기도 힘들단 말이지.","[@]Quizás te sorprenda, pero en realidad no trabajo aquí.[WAIT@]Llevo 30 años visitando este lugar, y la gente sigue preguntándome si pueden alimentar a los pájaros.[WAIT@]La respuesta es no, pero siguen molestando.","[@]Puede que te sorprenda, pero en realidad no\ntrabajo aquí.[WAIT@]Llevo 30 años viniendo, y aun así la gente no para de preguntarme si pueden dar de comer a los pájaros.[WAIT@]La respuesta siempre es no, pero no deja de ser molesto.","[@]Pode ser uma surpressa para você, mas eu não trabalho aqui.[WAIT@]Eu venho aqui há 30 anos, e as pessoas continuam me perguntando se podem alimentar os pássaros.[WAIT@]A resposta é não, mas ainda me irritam com isso.","[@]Może [if party:plural]was[else]cię[/if] to zaskoczy, ale tak naprawdę tu nie pracuję.[WAIT@]Odwiedzam to miejsce od 30 lat, a ludzie wciąż pytają mnie, czy mogą karmić ptaki.[WAIT@]Odpowiedź brzmi nie, ale i tak jest to irytujące.","[@]Vielleicht überrascht es [if party:plural]euch[else]dich[/if] ja, aber eigentlich arbeite ich gar nicht hier.[WAIT@]Ich besuche diesen Ort seit jetzt schon 30 Jahren regelmäßig und die Leute fragen mich ständig ob sie die Vögel füttern dürfen.[WAIT@]Die Antwort ist Nein, aber es nervt.","[@][if party:plural]Вы удивитесь[else]Ты удивишься[/if], но я здесь на самом деле не работаю.[WAIT@]Я целых тридцать лет посещаю это место, и меня всё ещё спрашивают, мол, «можно ли покормить птиц».[WAIT@]Мне уже надоело повторять, что нельзя.","[@][if party:plural]Ви здивуєтеся[else]Ти здивуєшся[/if], але я тут насправді не працюю.[WAIT@]Цілих тридцять років відвідую це місце, а мене все запитують, «чи можна годувати птахів».[WAIT@]Вже набридло повторювати, що ні.",
DIALOGUE_PODUNK_ALFRED_WORK_SPEAKER_Alfred,Alfred,Alfred,Alfred,アルフレッド,알프레드,Alfred,Alfred,Alfred,Alfred,Alfred,Альфред,Альфред,
DIALOGUE_PODUNK_ALICE_0,"[@]Heya! Did you know that not only you can eat Bread, but you can also [color]turn it into Crumbs[/color]?[WAIT@]If you use the Crumbs in a fight, you can [color]instantly escape from battle[/color].[WAIT@]I heard long ago, people would use them to go back on their tracks when they got lost.[WAIT@]Though, they tended to attract bugs and cause problems, so people stopped doing that.[WAIT@]Rumor says some guy even got lost in a ghost town where everything's white.","[@]Salut toi ! Tu es au courant que le Pain peut non seulement être mangé, mais aussi être [color]réduit en miettes[/color] ?[WAIT@]Si tu utilises les miettes pendant un combat, tu peux [color]t'enfuir instantanément[/color].[WAIT@]Il paraît qu'à une époque, les gens s'en servaient pour retrouver leur chemin quand ils étaient perdus.[WAIT@]Le truc, c'est que ça attirait les insectes et que ça causait des tas de problèmes, donc les gens ont arrêté.[WAIT@]Il paraît même qu'un type se serait perdu dans une ville fantôme où tout était blanc.","[@]Ehilà! Sapevi che con il Pane, oltre a mangiarlo, puoi [color]trasformarlo in Briciole[/color]?[WAIT@]Se usi le Briciole in battaglia, puoi [color]fuggire istantaneamente[/color].[WAIT@]Ho sentito che, tempo fa, si usavano per ritrovare il sentiero percorso quando ci si perde.[WAIT@]Però la gente ha smesso visto che le briciole finivano per attirare insetti.[WAIT@]C'è chi dice che un tizio si è pure perso in una città dove tutto è bianco.",[@]パンは　たべるだけじゃなくて\nパンくずにも　できるって　しってた？[WAIT@]たたかっているときに　パンくずをつかえば\nてきのきを　ひいて　にげることが　できるの。\n・・・　おせっかいだったかしら。[WAIT@]むかしは　かえりみちの　みちしるべとして\nちぎって　まいて　あるいてた　らしいけど。[WAIT@]がいちゅうもんだいで　さわぎになってね\nほうりつで　きんしになっちゃったんだって。[WAIT@]うわさによると　それが　げんいんで\nじっさいに　まいごに　なったひともいるそうよ。\nゆうれいやしきに　まよいこんじゃったんだって。,"[@]너는 지금까지 먹은 빵의 개수를 기억하니?[WAIT@]기억 못 하는 게 당연하지. 그만큼 늘 우리 주변에\n있는 음식 중 하나니까.[WAIT@]빵은 모험할 때 가방에 넣어 다니기도 좋은 데다가,\n[color]부스러기[/color]로도 사용할 수 있어.[WAIT@]전투 중에 적에게 뿌려 한눈팔게 만들고, 그 틈을\n노려서 [color]도망[color]가는 거지.[WAIT@]이렇게 대단한 빵이 고작 20달러밖에 안 하니까,\n이참에 많이 사둬.","[@]¡Hey! ¿Sabías que no sólo puedes comer Pan, sino que también puedes [color]convertirlo en migajas[/color]?[WAIT@]Si usas las Migajas en un combate, puedes [color]instantáneamente escapar de una batalla[/color].[WAIT@]Escuché tiempo atrás, que la gente lo usaba para volver sobre sus pasos cuando se perdían.[WAIT@]Sin embargo, tendían a atraer bugs y causar problemas, así que dejaron de hacer eso.[WAIT@]Se rumorea incluso que un tipo se perdió y acabó en un pueblo fantasma donde todo es blanco.","[@]¡Eh! ¿Sabías que además de comerte el Pan, también puedes [color]convertirlo en Migas[/color]?[WAIT@]Si usas las Migas en un combate, podrás [color]huir instantáneamente de la batalla[/color].[WAIT@]Hace tiempo escuché que la gente las utilizaba para volver sobre sus pasos cuando se perdían.[WAIT@]Pero como solían atraer bichos y causar problemas, dejaron de hacerlo.[WAIT@]Incluso se rumorea que un tipo acabó perdido en un pueblo fantasma donde todo es blanco.","[@]Oiê! Você sabia que, além de comer o Pão, também dá para [color]fazer Migalhas com ele[/color]?[WAIT@]Se usar as Migalhas em batalha, você consegue [color]fugir instantaneamente[/color]![WAIT@]Eu ouvi que, antigamente, as pessoas usavam as Migalhas para voltar pelo caminho de que vieram caso se perdessem.[WAIT@]Mas isso costumava atrair insetos e causar um montão de problemas, então pararam de fazer isso.[WAIT@]Dizem que, por causa disso, um cara até se perdeu em uma cidade fantasma que era toda branca!","[@]Heja! Czy wiesz, że nie tylko możesz jeść Chleb, ale także [color]zamieniać go w Okruchy[/color]?[WAIT@]Jeśli użyjesz Okruchów w walce, możesz [color]natychmiast uciec z bitwy[/color].[WAIT@]Słyszałam, że dawno temu ludzie używali ich, by wrócić na swoje ścieżki, gdy się zgubili.[WAIT@]Miały jednak tendencję do przyciągania robaków i powodowania problemów, więc ludzie przestali to robić.[WAIT@]Plotka głosi, że jakiś facet zgubił się nawet w mieście duchów, gdzie wszystko jest białe.","[@]Heya! Wusstest du, dass du Brot nicht nur essen, sondern auch [color]zerkrümeln[/color] kannst?[WAIT@]Wenn du die Krümel im Kampf verwendest, kannst du [color]sofort fliehen[/color].[WAIT@]Ich habe gehört, dass sie vor langer Zeit verwendet wurden, um Wege zu markieren.[WAIT@]Aber da sie Käfer angezogen haben, hat man damit aufgehört.[WAIT@]Gerüchte besagen, manch einer hat sich sogar in eine Geisterstadt verlaufen, wo alles weiß ist.","[@]А ты знал, что хлеб можно не только съесть,\nно ещё и [color]раскрошить[/color]?[WAIT@]Если воспользоваться крошками во время битвы, [color]из неё можно сразу же сбежать[/color].[WAIT@]Я слышала, давным-давно люди оставляли из них след, чтобы потом вернуться домой.[WAIT@]Только вот те привлекали насекомых и создавали кучу проблем, поэтому люди перестали это делать.[WAIT@]Поговаривают, один паренёк даже заблудился в городе-призраке, потому что там всё было белым.","[@]Гей! А ти знав, що хліб можна не лише їсти, але і [color]розкришити[/color]?[WAIT@]Якщо ти використаєш крихти у бою, то зможеш [color]миттєво втекти[/color].[WAIT@]Я чула, що колись люди використовували їх, щоб повернутися на правильний шлях і не загубитися.[WAIT@]Але крихти привертали комах і викликали інші проблеми, тому це перестали робити.[WAIT@]Ходять чутки, що один хлопець навіть загубився у місті-привиді, адже там все біле.",
DIALOGUE_PODUNK_ALICE_SPEAKER_Alice,Alice,Alice,Alice,アリス,앨리스,Alice,Alice,Alice,Alice,Alice,Элис,Аліса,
DIALOGUE_PODUNK_ALLIGATOR_0,[@]Grrr.,[@]Grrr.,[@]Grrr.,[@]グルルルル・・・。,[@]그르르르...,[@]Grrr.,[@]Grrr.,[@]Grrr...,[@]Grrr.,[@]Grrrr.,[@]Гр-р...,[@]Гр-р...,
DIALOGUE_PODUNK_ALLIGATOR_SPEAKER_Alligator,Alligator,Crocodile,Alligatore,ワニ,악어,Caimán,Caimán,Jacaré,Aligator,Alligator,Аллигатор,Алігатор,
DIALOGUE_PODUNK_ALLIGATOR_THOUGHTS_1_0,"[@](Honestly, you're the one who provoked me, but I forgive you.)","[@](Franchement, c'est clairement toi qui m'as provoqué, mais je te pardonne.)","[@](Onestamente, hai cominciato tu, ma ti perdono.)",[@]（あんときの　いちげき　いたかったなぁ\nまあ　ゆるして　やるよ）,"[@](날 화나게 하긴 했지만 봐줄게, 난 자비로운\n악어니까.)","[@](Sinceramente, fuiste tú el que me provocó,\npero te perdono.)","[@](Sinceramente, fuiste tú quien me provocó, pero te perdono.)","[@](Sinceramente, foi você quem me provocou, mas eu te perdoo.)","[@](Szczerze mówiąc, to ty mnie sprowokowałeś, ale wybaczam ci.)","[@](Ehrlich gesagt hast du mich provoziert, aber ich vergebe dir.)","[@](Честно скажу, ты сам меня спровоцировал, но я тебя прощаю.)","[@](Якщо чесно, ти сам мене спровокував, але я тобі прощаю.)",
DIALOGUE_PODUNK_ALLIGATOR_THOUGHTS_1_SPEAKER_Alligator,Alligator,Crocodile,Alligatore,ワニ,악어,Caimán,Caimán,Jacaré,Aligator,Alligator,Аллигатор,Алігатор,
DIALOGUE_PODUNK_ALLIGATOR_THOUGHTS_2_0,[@](Are you angry at me? I'm sorry you feel that way.),[@](Tu es en colère contre moi ? Je suis désolé pour ce que tu ressens.),[@](Ce l'hai con me? Mi spiace.),[@]（おたがい　みずに　ながそうぜ\n　　　　　　　　　　　　　な？）,[@](왜 그렇게 쳐다봐? ...화났으면 미안해.),[@](¿Estás enojado conmigo? Siento que estés así.),[@](¿Estás enfadado conmigo? Siento que estés así.),[@](Você tá bravo comigo? Foi mal te fazer se sentir assim.),"[@](Jesteś na mnie zły? Przykro mi, że tak się czujesz.)",[@](Bist du sauer auf mich? Das tut mir leid.),"[@](Ты на меня сердишься? Прости, мне очень жаль.)",[@](Ти на мене сердишся? Вибач.),
DIALOGUE_PODUNK_ALLIGATOR_THOUGHTS_2_SPEAKER_Alligator,Alligator,Crocodile,Alligatore,ワニ,악어,Caimán,Caimán,Jacaré,Aligator,Alligator,Аллигатор,Алігатор,
DIALOGUE_PODUNK_BELLE_0,[@]This place is such an amazing deal.[WAIT@]I'll never sleep at home again.,"[@]C'est vraiment le bon plan, cet endroit.[WAIT@]Je ne dormirai plus jamais à la maison.",[@]Questo posto è una figata.[WAIT@]Non dormirò mai più a casa.,[@]ここは　もうサイコーだわ！[WAIT@]もう　いえでは　ねむれないかも。,[@]이 돈으로 이런 사치를 누릴 수 있다니![WAIT@]이제 집에서 잠은 못 자겠네.,[@]Este sitio es una ganga.[WAIT@]Nunca más dormiré en casa otra vez.,[@]Este sitio es una ganga.[WAIT@]Nunca más volveré a dormir en mi casa.,[@]Esse lugar tem umas camas incríveis![WAIT@]Eu nunca mais vou dormir em casa.,[@]To miejsce to niesamowita okazja.[WAIT@]Już nigdy nie będę spać w domu.,[@]Dieser Ort ist wirklich super.[WAIT@]Ich werde niemals mehr Zuhause schlafen.,[@]Это суперское место![WAIT@]Я больше никогда не буду ночевать у себя дома.,[@]Це суперське місце![WAIT@]Я більше ніколи не ночуватиму у себе вдома.,
DIALOGUE_PODUNK_BELLE_SPEAKER_Belle,Belle,Belle,Belle,ベル,벨,Belle,Belle,Belle,Belle,Belle,Белль,Белль,
DIALOGUE_PODUNK_BRITANNY_0,[@]Did a poltergeist attack your house?[WAIT@]It tore mine apart.,"[@]Est-ce qu'un esprit frappeur a attaqué ta maison ?[WAIT@]Parce que moi, il a complètement détruit la mienne.","[@]La tua casa è stata attaccata da un poltergeist?[WAIT@]Perché è successo anche a me, me l'ha distrutta.",[@]あなたのいえは　ポルターガイストに\nみまわれなかった？[WAIT@]わたしの　いえは　もうボロボロだよ。,[@]너희 집도 폴터가이스트 현상 때문에 집 안이\n엉망진창이니?[WAIT@]우리 집도 개판 5분 전이야.,[@]¿Un poltergeist atacó tu casa?[WAIT@]Porque uno destrozó la mía en dos.,"[@]¿Que un poltergeist atacó tu casa?[WAIT@]Sí, bueno... a mí me la destrozó entera.","[@]Por acaso, um poltergeist atacou a sua casa?[WAIT@]Um destruiu a minha completamente.",[@]Czy złośliwy duch zaatakował twój dom?[WAIT@]Mój rozerwał na strzępy.,[@]Hat ein Poltergeist dein Haus angegriffen?[WAIT@]Meins hat er zerstört.,[@]В твой дом вторгся полтергейст?[WAIT@]Мой он полностью разорил.,[@]До твоєї хати увірвався полтергейст?[WAIT@]Мою він повністю розгромив.,
DIALOGUE_PODUNK_BRITANNY_SPEAKER_Britanny,Britanny,Britanny,Britanny,ブリトニー,브리태니,Britanny,Britanny,Britanny,Britanny,Britanny,Бриттани,Бріттані,
DIALOGUE_PODUNK_BRITANNY_2_0,[@]Apparently poltergeist attacks aren't covered by insurance.[WAIT@]How dreadful...,"[@]Apparemment, les attaques d'esprits frappeurs ne sont pas couvertes par l'assurance.[WAIT@]C'est effroyable...",[@]Sembra che l'assicurazione non copra gli attacchi dei poltergeist.[WAIT@]È terribile...,[@]ねぇきいてよ！　ポルターガイストは\nほけんの　たいしょうがい　っていわれたのよ！[WAIT@]ついてないなぁ・・・。,[@]폴터가이스트 현상이 왜 무서운 줄 아니?[WAIT@]보험 적용이 안 되거든...,"[@]Aparentemente, los ataques por poltergeist no están cubiertos por el seguro.[WAIT@]Qué horror...",[@]Parece que los ataques de poltergeist no los cubre el seguro.[WAIT@]Qué horror...,[@]Parece que o seguro não cobre ataques de poltergeist.[WAIT@]Que horror...,[@]Najwyraźniej ataki złośliwych duchów nie są objęte ubezpieczeniem.[WAIT@]Jakie to straszne...,[@]Anscheinend sind Poltergeistangriffe nicht versichert.[WAIT@]Wie fürchterlich ...,"[@]Очевидно, что вторжение полтергейста не покрывается страховкой.[WAIT@]Какой кошмар...","[@]Виявляється, напади полтергейсту не покриваються страховкою.[WAIT@]Який жах...",
DIALOGUE_PODUNK_BRITANNY_2_SPEAKER_Britanny,Britanny,Britanny,Britanny,ブリトニー,브리태니,Britanny,Britanny,Britanny,Britanny,Britanny,Бриттани,Бріттані,
DIALOGUE_PODUNK_BURGER_TOILET_0,"[@]I bought a hamburger, but it was actually a cheeseburger.[WAIT@]The worst part is that I'm lactose intolerant.","[@]J'ai commandé un hamburger, mais c'était en réalité un cheeseburger.[WAIT@]Le pire dans tout ça, c'est que je suis intolérant au lactose.","[@]Ho comprato un hamburger, ma in realtà era un cheeseburger.[WAIT@]La parte peggiore è che sono intollerante al lattosio.",[@]イテテテ・・・　ハンバーガーを　たのんだのに\nチーズバーガーが　でてきたんだよ・・・。[WAIT@]オレ　チーズとか　たべると\nおなか　こわしちゃうんだ。\nミルクとかも　むりなんだ・・・。,"[@]그냥 햄버거를 주문했는데, 알고 보니\n치즈버거였어요. 문제는 제가 유당불내증이라는\n건데,[WAIT@]이미 나온 음식 가지고 컴플레인 걸기에는 너무 민폐\n같아서 그냥 먹었다가... 그만...","[@]Compré una hamburguesa, pero no ví que tenía queso.[WAIT@]Lo peor es que soy intolerante a la lactosa.","[@]Me compré una hamburguesa, pero no vi que tenía queso.[WAIT@]Y claro, soy intolerante a la lactosa...","[@]Eu tinha comprado um hambúrguer mas, pelo jeito, na verdade era um X-búrguer.[WAIT@]E o pior é que eu sou intolerante à lactose...","[@]Kupiłem hamburgera, ale tak naprawdę był to cheeseburger.[WAIT@]Najgorsze jest to, że nie toleruję laktozy.","[@]Ich hab einen Hamburger gekauft, aber es war eigentlich ein Cheeseburger.[WAIT@]Das schlimmste daran ist, ich bin laktoseintolerant.","[@]Я заказывал гамбургер, а мне выдали чизбургер.[WAIT@]Всё бы ничего — да только у меня непереносимость лактозы!","[@]Я замовляв гамбургер, а мені дали чизбургер.[WAIT@]І все б нічого — та тільки в мене непереносимість лактози!",
DIALOGUE_PODUNK_BURGER_TOILET_SPEAKER_???,???,???,???,？？？,???,???,???,???,???,???,???,???,
DIALOGUE_PODUNK_CANARY_CHICK_THOUGHTS_0,[@](Yay! Yay! I am with momma!),[@](Youpi ! Youpi ! Je suis avec Môman !),[@](Evviva! Evviva! Sono con la mamma!),[@]（わーい！　わーい！\nママだ！　ママだ！）,[@](야호! 야호! 엄마다!),[@](¡Yay! ¡Yay! ¡Estoy con mi mami!),[@](¡Yupi! ¡Yupi! ¡Estoy con mi mami!),[@](Oba! Oba! Estou com a minha mamãe!),[@](Hura! Hura! Jestem z mamą!),[@](Hurra! Hurra! Ich bin bei Mami!),[@](Ура! Ура! Мамочка!),[@](Ура! Ура! Я з матусею!),
DIALOGUE_PODUNK_CANARY_CHICK_THOUGHTS_SPEAKER_Canary,Canary,Canari,Canarino,カナリア,카나리아,Canario,Canario,Canário,Kanarek,Kanarienvogel,Канарейка,Канарка,
